TimeGenerated,DeviceName,ActionType,Query,RawData
"Aug 14, 2026 6:19:53 PM",corp-na01-bp123na,Query," SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_text')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME","2026-08-15T00:19:53.050357Z    70 Query SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_text')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:19:53 PM",corp-na01-bp123na,Query, set optimizer_switch=default,2026-08-15T00:19:53.143783Z    70 Query set optimizer_switch=default
"Aug 14, 2026 6:19:53 PM",corp-na01-bp123na,Query, SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_text',2026-08-15T00:19:53.425963Z    70 Query SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_text'
"Aug 14, 2026 6:19:53 PM",corp-na01-bp123na,Query," select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='film_text' order by ordinal_position","2026-08-15T00:19:53.799515Z    70 Query select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='film_text' order by ordinal_position"
"Aug 14, 2026 6:19:53 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_text'","2026-08-15T00:19:53.612871Z    70 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_text'"
"Aug 14, 2026 6:19:52 PM",corp-na01-bp123na,Query, /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */,2026-08-15T00:19:52.676088Z    70 Query /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */
"Aug 14, 2026 6:19:52 PM",corp-na01-bp123na,Query, /*M!100100 SET WAIT_TIMEOUT=DEFAULT */,2026-08-15T00:19:52.768941Z    70 Query /*M!100100 SET WAIT_TIMEOUT=DEFAULT */
"Aug 14, 2026 6:19:52 PM",corp-na01-bp123na,Query, SELECT * FROM film_list LIMIT 10,2026-08-15T00:19:51.897269Z    69 Query SELECT * FROM film_list LIMIT 10
"Aug 14, 2026 6:19:52 PM",corp-na01-bp123na,Query, /*!40100 SET @@SQL_MODE='' */,2026-08-15T00:19:52.583356Z    70 Query /*!40100 SET @@SQL_MODE='' */
"Aug 14, 2026 6:19:52 PM",corp-na01-bp123na,Query, set optimizer_switch='semijoin=off',2026-08-15T00:19:52.862701Z    70 Query set optimizer_switch='semijoin=off'
"Aug 14, 2026 6:19:51 PM",corp-na01-bp123na,Query," select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='film_list' order by ordinal_position","2026-08-15T00:19:51.235240Z    68 Query select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='film_list' order by ordinal_position"
"Aug 14, 2026 6:19:51 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_list'","2026-08-15T00:19:51.049078Z    68 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_list'"
"Aug 14, 2026 6:19:51 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_list'","2026-08-15T00:19:50.955703Z    68 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_list'"
"Aug 14, 2026 6:19:51 PM",corp-na01-bp123na,Query, SET SQL_QUOTE_SHOW_CREATE=1,2026-08-15T00:19:51.142476Z    68 Query SET SQL_QUOTE_SHOW_CREATE=1
"Aug 14, 2026 6:19:50 PM",corp-na01-bp123na,Query, set optimizer_switch=default,2026-08-15T00:19:50.582246Z    68 Query set optimizer_switch=default
"Aug 14, 2026 6:19:50 PM",corp-na01-bp123na,Query, /*M!100100 SET WAIT_TIMEOUT=DEFAULT */,2026-08-15T00:19:50.207754Z    68 Query /*M!100100 SET WAIT_TIMEOUT=DEFAULT */
"Aug 14, 2026 6:19:50 PM",corp-na01-bp123na,Query," SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_list'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME","2026-08-15T00:19:50.393416Z    68 Query SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_list'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:19:50 PM",corp-na01-bp123na,Query, SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_list',2026-08-15T00:19:50.862259Z    68 Query SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_list'
"Aug 14, 2026 6:19:50 PM",corp-na01-bp123na,Query," SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_list')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME","2026-08-15T00:19:50.488491Z    68 Query SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_list')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:19:50 PM",corp-na01-bp123na,Query, SHOW VARIABLES LIKE 'lower_case_table_names',2026-08-15T00:19:50.768015Z    68 Query SHOW VARIABLES LIKE 'lower_case_table_names'
"Aug 14, 2026 6:19:50 PM",corp-na01-bp123na,Query, set optimizer_switch='semijoin=off',2026-08-15T00:19:50.300539Z    68 Query set optimizer_switch='semijoin=off'
"Aug 14, 2026 6:19:50 PM",corp-na01-bp123na,Query, /*!40100 SET @@SQL_MODE='' */,2026-08-15T00:19:50.021649Z    68 Query /*!40100 SET @@SQL_MODE='' */
"Aug 14, 2026 6:19:50 PM",corp-na01-bp123na,Query, /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */,2026-08-15T00:19:50.114796Z    68 Query /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */
"Aug 14, 2026 6:19:49 PM",corp-na01-bp123na,Query, SELECT * FROM film_category LIMIT 10,2026-08-15T00:19:49.294296Z    67 Query SELECT * FROM film_category LIMIT 10
"Aug 14, 2026 6:19:48 PM",corp-na01-bp123na,Query," SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_category')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME","2026-08-15T00:19:47.778792Z    66 Query SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_category')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:19:48 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_category'","2026-08-15T00:19:48.318827Z    66 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_category'"
"Aug 14, 2026 6:19:48 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_category'","2026-08-15T00:19:48.228819Z    66 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_category'"
"Aug 14, 2026 6:19:48 PM",corp-na01-bp123na,Query, SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_category',2026-08-15T00:19:48.138883Z    66 Query SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_category'
"Aug 14, 2026 6:19:48 PM",corp-na01-bp123na,Query, set optimizer_switch=default,2026-08-15T00:19:47.868934Z    66 Query set optimizer_switch=default
"Aug 14, 2026 6:19:48 PM",corp-na01-bp123na,Query," SELECT /*!40001 SQL_NO_CACHE */ `film_id`, `category_id`, `last_update` FROM `film_category` WHERE 1 LIMIT 10","2026-08-15T00:19:48.588786Z    66 Query SELECT /*!40001 SQL_NO_CACHE */ `film_id`, `category_id`, `last_update` FROM `film_category` WHERE 1 LIMIT 10"
"Aug 14, 2026 6:19:48 PM",corp-na01-bp123na,Query, SET SQL_QUOTE_SHOW_CREATE=1,2026-08-15T00:19:48.408826Z    66 Query SET SQL_QUOTE_SHOW_CREATE=1
"Aug 14, 2026 6:19:48 PM",corp-na01-bp123na,Query," select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='film_category' order by ordinal_position","2026-08-15T00:19:48.498657Z    66 Query select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='film_category' order by ordinal_position"
"Aug 14, 2026 6:19:48 PM",corp-na01-bp123na,Query, SHOW VARIABLES LIKE 'lower_case_table_names',2026-08-15T00:19:48.048134Z    66 Query SHOW VARIABLES LIKE 'lower_case_table_names'
"Aug 14, 2026 6:19:47 PM",corp-na01-bp123na,Query," SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_category'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME","2026-08-15T00:19:47.686830Z    66 Query SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_category'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:19:47 PM",corp-na01-bp123na,Query, /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */,2026-08-15T00:19:47.418892Z    66 Query /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */
"Aug 14, 2026 6:19:47 PM",corp-na01-bp123na,Query, set optimizer_switch='semijoin=off',2026-08-15T00:19:47.597359Z    66 Query set optimizer_switch='semijoin=off'
"Aug 14, 2026 6:19:47 PM",corp-na01-bp123na,Query, /*!40100 SET @@SQL_MODE='' */,2026-08-15T00:19:47.329471Z    66 Query /*!40100 SET @@SQL_MODE='' */
"Aug 14, 2026 6:19:47 PM",corp-na01-bp123na,Query, /*M!100100 SET WAIT_TIMEOUT=DEFAULT */,2026-08-15T00:19:47.508055Z    66 Query /*M!100100 SET WAIT_TIMEOUT=DEFAULT */
"Aug 14, 2026 6:19:46 PM",corp-na01-bp123na,Query, SELECT * FROM film_actor LIMIT 10,2026-08-15T00:19:46.584543Z    65 Query SELECT * FROM film_actor LIMIT 10
"Aug 14, 2026 6:19:46 PM",corp-na01-bp123na,Query," SELECT /*!40001 SQL_NO_CACHE */ `actor_id`, `film_id`, `last_update` FROM `film_actor` WHERE 1 LIMIT 10","2026-08-15T00:19:45.882843Z    64 Query SELECT /*!40001 SQL_NO_CACHE */ `actor_id`, `film_id`, `last_update` FROM `film_actor` WHERE 1 LIMIT 10"
"Aug 14, 2026 6:19:45 PM",corp-na01-bp123na,Query, SET SQL_QUOTE_SHOW_CREATE=1,2026-08-15T00:19:45.692952Z    64 Query SET SQL_QUOTE_SHOW_CREATE=1
"Aug 14, 2026 6:19:45 PM",corp-na01-bp123na,Query," select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='film_actor' order by ordinal_position","2026-08-15T00:19:45.785949Z    64 Query select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='film_actor' order by ordinal_position"
"Aug 14, 2026 6:19:45 PM",corp-na01-bp123na,Query, SHOW VARIABLES LIKE 'lower_case_table_names',2026-08-15T00:19:45.317043Z    64 Query SHOW VARIABLES LIKE 'lower_case_table_names'
"Aug 14, 2026 6:19:45 PM",corp-na01-bp123na,Query, set optimizer_switch=default,2026-08-15T00:19:45.129791Z    64 Query set optimizer_switch=default
"Aug 14, 2026 6:19:45 PM",corp-na01-bp123na,Query," SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_actor'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME","2026-08-15T00:19:44.940706Z    64 Query SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_actor'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:19:45 PM",corp-na01-bp123na,Query, SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_actor',2026-08-15T00:19:45.412789Z    64 Query SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_actor'
"Aug 14, 2026 6:19:45 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_actor'","2026-08-15T00:19:45.506200Z    64 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_actor'"
"Aug 14, 2026 6:19:45 PM",corp-na01-bp123na,Query," SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_actor')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME","2026-08-15T00:19:45.036005Z    64 Query SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film_actor')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:19:45 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_actor'","2026-08-15T00:19:45.599685Z    64 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film_actor'"
"Aug 14, 2026 6:19:44 PM",corp-na01-bp123na,Query, /*M!100100 SET WAIT_TIMEOUT=DEFAULT */,2026-08-15T00:19:44.750593Z    64 Query /*M!100100 SET WAIT_TIMEOUT=DEFAULT */
"Aug 14, 2026 6:19:44 PM",corp-na01-bp123na,Query, set optimizer_switch='semijoin=off',2026-08-15T00:19:44.846868Z    64 Query set optimizer_switch='semijoin=off'
"Aug 14, 2026 6:19:44 PM",corp-na01-bp123na,Query, /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */,2026-08-15T00:19:44.657738Z    64 Query /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */
"Aug 14, 2026 6:19:44 PM",corp-na01-bp123na,Query, /*!40100 SET @@SQL_MODE='' */,2026-08-15T00:19:44.564980Z    64 Query /*!40100 SET @@SQL_MODE='' */
"Aug 14, 2026 6:19:43 PM",corp-na01-bp123na,Query, SELECT * FROM film LIMIT 10,2026-08-15T00:19:43.835464Z    63 Query SELECT * FROM film LIMIT 10
"Aug 14, 2026 6:19:43 PM",corp-na01-bp123na,Query," SELECT /*!40001 SQL_NO_CACHE */ `film_id`, `title`, `description`, `release_year`, `language_id`, `original_language_id`, `rental_duration`, `rental_rate`, `length`, `replacement_cost`, `rating`, `special_features`, `last_update` FROM `film` WHERE 1 LIMIT 10","2026-08-15T00:19:43.201986Z    62 Query SELECT /*!40001 SQL_NO_CACHE */ `film_id`, `title`, `description`, `release_year`, `language_id`, `original_language_id`, `rental_duration`, `rental_rate`, `length`, `replacement_cost`, `rating`, `special_features`, `last_update` FROM `film` WHERE 1 LIMIT 10"
"Aug 14, 2026 6:19:43 PM",corp-na01-bp123na,Query, SET SQL_QUOTE_SHOW_CREATE=1,2026-08-15T00:19:43.000329Z    62 Query SET SQL_QUOTE_SHOW_CREATE=1
"Aug 14, 2026 6:19:43 PM",corp-na01-bp123na,Query," select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='film' order by ordinal_position","2026-08-15T00:19:43.103444Z    62 Query select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='film' order by ordinal_position"
"Aug 14, 2026 6:19:43 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film'","2026-08-15T00:19:42.901832Z    62 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film'"
"Aug 14, 2026 6:19:42 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film'","2026-08-15T00:19:42.805973Z    62 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film'"
"Aug 14, 2026 6:19:42 PM",corp-na01-bp123na,Query, /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */,2026-08-15T00:19:41.898690Z    62 Query /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */
"Aug 14, 2026 6:19:42 PM",corp-na01-bp123na,Query, SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film',2026-08-15T00:19:42.701987Z    62 Query SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'film'
"Aug 14, 2026 6:19:42 PM",corp-na01-bp123na,Query, set optimizer_switch='semijoin=off',2026-08-15T00:19:42.094727Z    62 Query set optimizer_switch='semijoin=off'
"Aug 14, 2026 6:19:42 PM",corp-na01-bp123na,Query," SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME","2026-08-15T00:19:42.187855Z    62 Query SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:19:42 PM",corp-na01-bp123na,Query, SHOW VARIABLES LIKE 'lower_case_table_names',2026-08-15T00:19:42.607377Z    62 Query SHOW VARIABLES LIKE 'lower_case_table_names'
"Aug 14, 2026 6:19:42 PM",corp-na01-bp123na,Query, set optimizer_switch=default,2026-08-15T00:19:42.404791Z    62 Query set optimizer_switch=default
"Aug 14, 2026 6:19:42 PM",corp-na01-bp123na,Query," SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME","2026-08-15T00:19:42.282994Z    62 Query SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='sakila' AND TABLE_NAME IN ('film')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:19:42 PM",corp-na01-bp123na,Query, /*M!100100 SET WAIT_TIMEOUT=DEFAULT */,2026-08-15T00:19:42.001975Z    62 Query /*M!100100 SET WAIT_TIMEOUT=DEFAULT */
"Aug 14, 2026 6:19:41 PM",corp-na01-bp123na,Query, /*!40100 SET @@SQL_MODE='' */,2026-08-15T00:19:41.789731Z    62 Query /*!40100 SET @@SQL_MODE='' */
